ID,Year,Mileage,State,Make,Model
40511,7301,89282, NC,GMC,Sierra
40518,7302,7533, NC,BMW,X1xDrive28i
40515,7302,2737, CA,Ford,EscapeFWD
40512,7304,09585, NJ,Lexus,ES
40519,7304,15313, OR,Chevrolet,CamaroCoupe
40516,7305,46810, SC,Ford,F-0834WD
40583,7304,88247, GA,Ford,F-080Platinum
40580,7332,004593, CA,Chevrolet,Colorado2WD
40587,7301,55892, MA,GMC,Sierra
40584,7300,23449, TX,Kia,Sorento2WD
40581,7305,74078, TX,Chevrolet,EquinoxAWD
40588,7301,14443, NC,Dodge,Grand
40585,7301,16188, SC,Chevrolet,EquinoxFWD
40582,7332,048140, TX,Chevrolet,Colorado4WD
40589,7332,017818, PA,Jeep,Grand
40586,7307,070770, SC,Hyundai,Santa
40553,7303,031187, IL,Chrysler,Town
40550,7308,46116, TX,Chevrolet,Silverado
40557,7301,44026, NJ,BMW,4
40554,7300,67828, WA,Ram,08334WD
40551,7301,42633, OK,Volkswagen,Jetta
40558,7308,16949, OH,Lexus,GS
40555,7308,72734, GA,Hyundai,Elantra4dr
40552,7305,40719, CA,Ford,Transit
40559,7308,17982, FL,Chrysler,730Limited
40556,7308,10898, NY,Toyota,CamrySE
40523,7302,1049, TX,Buick,LaCrosseFWD
40520,7335,098891, SC,GMC,Yukon
40527,7308,11421, TX,Ford,ExplorerXLT
40524,7305,1830, FL,Chevrolet,Silverado
40521,7302,05844, UT,Nissan,Armada4WD
40528,7307,033508, TX,Toyota,TacomaBase
40525,7334,008297, TX,Toyota,Avalon4dr
40522,7305,09312, IL,Mercedes-Benz,Sprinter
40529,7305,6903, NV,Toyota,CorollaS
40526,7308,73331, NE,Toyota,CamryXLE
40593,7332,038333, NC,INFINITI,G38
40590,7300,52371, IL,BMW,8
40597,7304,05348, MD,Honda,AccordEX-L
40594,7305,2650, GA,MINI,Cooper
40591,7300,92300, KY,Hyundai,Sonata4dr
40598,7301,79118, WA,Subaru,Impreza
40595,7301,04914, FL,Lexus,ES
40592,7300,077698, IL,Toyota,FJ
40599,7305,48262, NM,Toyota,RAV4LE
40596,7308,85891, CA,Lexus,ES
40563,7307,56777, FL,Toyota,RAV4Sport
40560,7308,88673, OH,Honda,Accord
40567,7305,45777, WA,Toyota,CorollaS
40564,7305,17986, NY,Nissan,PathfinderS
40561,7301,79597, IL,GMC,Sierra
40568,7308,77142, AL,GMC,Sierra
40565,7308,48353, OR,Ford,FusionSE
40562,7308,18193, IN,Kia,OptimaLX
40569,7301,019640, CO,Chevrolet,Express
40566,7308,44940, TX,Mercedes-Benz,C-ClassC333
40233,7301,44342, NJ,Jeep,Wrangler
40230,7305,19283, TX,Chevrolet,MalibuLT
40237,7305,49078, PA,Chevrolet,ColoradoCrew
40234,7338,45893, PA,Buick,LaCrosse4dr
40231,7302,08108, FL,Kia,SedonaLX
40238,7336,008883, NC,Chevrolet,Tahoe2WD
40235,7336,08498, NC,Dodge,Challenger2dr
40232,7307,64049, GA,Dodge,DurangoAWD
40239,7301,81383, CO,Mazda,CX-9Touring
40236,7338,712761, ID,Ford,Super
40203,7339,079010, HI,Dodge,Charger4dr
40200,7338,074571, GA,Toyota,TundraSR5
40207,7303,61104, AZ,Ford,Fusion4dr
40204,7301,49683, MN,Jeep,Grand
40201,7305,23561, GA,Ford,FusionSE
40208,7301,10231, SC,Ford,EscapeSE
40205,7304,82869, NC,Toyota,HighlanderBase
40202,7301,94744, NJ,Ram,08332WD
40209,7305,6142, TX,Jeep,Wrangler
40206,7308,07227, GA,Chevrolet,Silverado
40273,7339,008001, GA,Ford,Taurus4dr
40270,7300,58430, TX,Jeep,Wrangler
40277,7308,11472, CA,Jeep,WranglerRubicon
40274,7304,16926, CA,Honda,Civic
40271,7308,19927, NJ,Toyota,TacomaBase
40278,7305,27343, TX,Ford,Econoline
40275,7336,043929, FL,Ford,F-0832WD
40272,7305,15738, VA,Subaru,Outback2.5i
40279,7302,43267, NC,Toyota,CorollaL
40276,7307,80147, TX,Toyota,FJ
40243,7302,74217, DE,Kia,OptimaLX
40240,7300,90273, FL,Ford,Taurus4dr
40247,7305,72475, PA,Chrysler,433430C
40244,7307,97178, IN,Hyundai,TucsonFWD
40241,7300,62188, OH,Kia,Optima4dr
40248,7302,43393, MI,Hyundai,Santa
40245,7305,09927, OH,Honda,OdysseyTouring
40242,7305,10756, NV,Jeep,CompassLatitude
40249,7303,24952, OH,Ford,Fusion4dr
40246,7304,25016, TX,Ford,F-080SuperCrew
40213,7305,04976, TN,Kia,SoulBase
40210,7302,48905, NJ,Ford,EscapeSE
40217,7308,40481, PA,Chevrolet,Silverado
40214,7339,007292, MD,Kia,Sedona4dr
40211,7332,52764, NC,Mercury,Grand
40218,7335,032704, MI,BMW,2
40215,7301,20893, CA,Honda,CR-VLX
40212,7300,12872, NC,Mercedes-Benz,C-Class4dr
40219,7308,17079, MS,Hyundai,SonataLimited
40216,7336,039920, CA,Lexus,IS
40283,7308,75238, CA,Toyota,PriusTwo
40280,7304,94353, MI,Chevrolet,Silverado
40287,7308,87749, TX,Dodge,JourneySXT
40284,7304,88720, MS,Toyota,TundraBase
40281,7304,82537, CO,Volkswagen,TiguanSE
40288,7337,048430, LA,Jeep,Wrangler2dr
40285,7300,52653, ID,Ford,Ranger2WD
40282,7301,033834, LA,Nissan,PathfinderS
40289,7308,42158, MD,Ford,F-0832WD
40286,7305,40130, MN,Toyota,CamrySE
40253,7303,10063, NJ,Honda,CR-V4WD
40250,7305,46843, TX,Toyota,HighlanderFWD
40257,7300,52267, TX,Nissan,Sentra4dr
40254,7330,42706, AZ,Ford,Mustang2dr
40251,7308,74398, GA,Lexus,IS
40258,7301,55015, GA,Honda,CivicLX
40255,7332,65770, MD,INFINITI,G38
40252,7308,55212, TN,Ford,F-480XL
40259,7307,66510, NC,Dodge,Durango2WD
40256,7308,43284, TX,Lexus,LSLS
40223,7308,83725, FL,Ford,EscapeSE
40220,7301,10891, IL,Honda,AccordLX
40227,7301,05008, CA,Ford,MustangBase
40224,7308,2816, WA,Chevrolet,Silverado
40221,7308,06553, CT,Chevrolet,Silverado
40228,7308,47930, MI,Ford,FusionSE
40225,7305,45367, NY,Volkswagen,Passat4dr
40222,7337,748303, OH,Chevrolet,Silverado
40229,7302,77227, FL,Chevrolet,MalibuLT
40226,7302,40053, GA,Toyota,CamrySE
40293,7339,060053, NJ,Chevrolet,Suburban4WD
40290,7302,2744, FL,Mercedes-Benz,C-ClassC
40297,7308,02921, FL,Chevrolet,Silverado
40294,7305,70630, IL,Ford,F-0834WD
40291,7308,73049, CA,Lexus,RX
40298,7337,014275, CO,Dodge,Ram
40295,7336,773308, TN,Chevrolet,Silverado
40292,7305,13679, NC,Dodge,Grand
40299,7308,10397, FL,Honda,CivicLX
40296,7301,76421, TX,Ford,ExplorerLimited
40263,7301,50767, TX,Chevrolet,Silverado
40260,7300,037243, MO,Toyota,Sienna5dr
40267,7307,66518, SC,Lexus,GX
40264,7302,6308, TN,Volvo,S60T5
40261,7308,19030, CA,Honda,CR-VEX
40268,7307,044449, WI,Chevrolet,Silverado
40265,7304,96893, WA,Ford,EdgeSEL
40262,7308,41660, SC,Toyota,CorollaL
40269,7301,88087, CA,Jeep,Grand
40266,7301,45942, WA,Chevrolet,CamaroConvertible
40933,7303,87124, OH,Ford,Fusion4dr
40930,7304,18167, FL,Ford,EdgeSEL
40937,7305,46250, SC,Chrysler,433430C
40934,7301,41890, IL,GMC,TerrainFWD
40931,7304,99341, VA,Chevrolet,MalibuLS
40938,7335,438522, NE,Dodge,Ram
40935,7308,41759, TX,Buick,LaCrosseFWD
40932,7305,10982, WA,Chevrolet,Suburban4WD
40939,7308,13580, TX,Jeep,Grand
40936,7308,42364, CA,Jeep,Wrangler
40903,7331,074009, GA,Audi,S44dr
40900,7303,080054, WI,Chevrolet,TraverseAWD
40907,7308,16255, AK,Chevrolet,Malibu1LT
40904,7305,06499, NC,GMC,CanyonCrew
40901,7301,06779, NY,Honda,CR-VLX
40908,7332,91898, CA,Volkswagen,New
40905,7308,43877, TX,Toyota,HighlanderFWD
40902,7305,73474, FL,Chevrolet,MalibuLT
40909,7301,75002, FL,Volkswagen,TiguanSE
40906,7307,83500, CT,BMW,4
40973,7305,77834, CA,Toyota,PriusTwo
40970,7308,29445, KY,Chevrolet,EquinoxAWD
40977,7303,074443, ND,Chevrolet,Silverado
40974,7301,41251, MI,Ford,EdgeSEL
40971,7301,79416, FL,Jeep,WranglerSahara
40978,7301,71755, ME,Buick,EnclaveLeather
40975,7305,58047, TX,Chevrolet,Silverado
40972,7307,24794, CA,Volkswagen,Jetta
40979,7307,45790, TX,Toyota,Tundra
40976,7301,10602, MA,Honda,Accord
40943,7304,12863, MO,Cadillac,CTS
40940,7332,017306, KY,Chevrolet,Colorado4WD
40947,7301,47554, FL,Honda,Civic
40944,7308,45516, NC,Ford,EscapeFWD
40941,7301,41209, NM,Dodge,DurangoSXT
40948,7307,85083, MD,Cadillac,CTS
40945,7301,12233, MD,Chevrolet,Silverado
40942,7302,48224, AZ,Kia,SorentoLX
40949,7308,71922, NJ,Dodge,DurangoAWD
40946,7301,18840, CA,GMC,Sierra
40913,7339,089768, NE,Ford,EdgeSEL
40910,7301,79900, CA,Honda,Civic
40917,7307,63586, TN,Toyota,Highlander4WD
40914,7308,57884, TX,GMC,Sierra
40911,7301,51343, PA,MINI,Cooper
40918,7307,25285, WI,Dodge,Grand
40915,7336,002604, NM,Audi,A64dr
40912,7332,003512, MD,Toyota,CorollaS
40919,7302,04566, FL,Mercedes-Benz,E-ClassE
40916,7308,72123, WV,Toyota,TundraSR5
40983,7302,40545, MO,Dodge,Grand
40980,7308,69558, IN,Dodge,Grand
40987,7305,5, FL,MINI,Cooper
40984,7302,09241, IL,Jeep,Grand
40981,7304,27625, NJ,Kia,OptimaEX
40988,7305,41361, OK,Chevrolet,EquinoxAWD
40985,7301,17711, FL,Lexus,IS
40982,7305,17273, CA,Chevrolet,CruzeLT
40989,7308,11642, NH,Toyota,Tacoma4WD
40986,7301,12592, IA,Ford,ExplorerLimited
40953,7303,036948, GA,Mazda,Mazda35dr
40950,7301,74559, MA,Honda,CR-VLX
40957,7302,620, SC,Toyota,PriusTwo
40954,7308,74494, MD,Lexus,RX
40951,7308,07387, VA,BMW,X3xDrive28i
40958,7300,65840, NE,Chevrolet,TraverseAWD
40955,7301,71434, MA,BMW,4
40952,7301,06632, MN,Lexus,IS
40959,7301,44961, GA,Volvo,XC60T6
40956,7308,40206, AZ,Honda,AccordLX
40923,7303,24915, MO,Lexus,IS
40920,7300,29021, CO,Ram,08334WD
40927,7301,00577, VA,Ford,F-0834WD
40924,7339,081553, VA,Jeep,Wrangler4WD
40921,7305,47589, AR,Chrysler,433430C
40928,7331,29533, MI,Jeep,WranglerSport
40925,7308,46684, WA,Jeep,Wrangler
40922,7305,59023, SC,Chevrolet,Suburban2WD
40929,7304,86041, NJ,MINI,Cooper
40926,7308,14445, CA,Honda,CR-VLX
40993,7305,07001, MD,Honda,Civic
40990,7339,68310, NM,Chevrolet,Impala4dr
40997,7338,095988, OH,Lincoln,Town
40994,7307,62900, TN,Chrysler,Town
40991,7307,23277, CA,Dodge,Charger4dr
40998,7301,74774, PA,Kia,OptimaEX
40995,7307,98433, MO,Ford,Focus4dr
40992,7304,05915, SC,Chevrolet,Silverado
40999,7305,07340, TX,Hyundai,Genesis
40996,7302,43506, FL,Kia,Soul+
40963,7308,71333, FL,Dodge,ChargerSE
40960,7332,94365, NV,Ford,F-080XLT
40967,7301,84189, VT,Kia,ForteLX
40964,7305,77770, GA,Jeep,CherokeeSport
40961,7335,99693, CO,BMW,4
40968,7308,11369, WA,Lexus,GX
40965,7339,037733, CA,Subaru,Impreza
40962,7308,77390, TX,Toyota,CamryXLE
40969,7308,14524, VA,Jeep,Grand
40966,7307,76053, GA,MINI,Cooper
40633,7305,44905, WA,Chrysler,433430C
40630,7308,07805, NC,Ford,F-080XLT
40637,7336,013206, ID,Toyota,CamryLE
40634,7308,77923, KY,Honda,CivicLX
40631,7300,29000, TX,Dodge,Durango2WD
40638,7301,86418, NV,Buick,LaCrosseFWD
40635,7304,25300, TX,Kia,SorentoSX
40632,7308,42266, CA,Toyota,CorollaS
40639,7301,11367, MD,Ford,FocusSE
40636,7339,032860, MT,Chevrolet,Avalanche4WD
40603,7301,43283, FL,Mercedes-Benz,E-ClassE383
40600,7301,45791, KY,Chrysler,433430S
40607,7301,15210, KY,Ram,0830Laramie
40604,7301,44602, FL,Lexus,ESES
40601,7301,11048, PA,Jeep,CompassLimited
40608,7308,47388, TX,Chevrolet,Silverado
40605,7304,11419, IL,Toyota,RAV4Limited
40602,7308,40014, RI,Lincoln,MKXAWD
40609,7301,79316, MA,Ford,FusionSE
40606,7307,66516, AZ,Toyota,CamrySE
40673,7303,67453, CT,Lexus,IS
40670,7301,40382, PA,Buick,LaCrosseFWD
40677,7337,093523, WA,Ford,"Excursion142"""
40674,7333,091145, TX,Chevrolet,Silverado
40671,7301,89216, MI,Chevrolet,EquinoxFWD
40678,7300,93460, FL,BMW,2
40675,7308,79427, NJ,Chevrolet,Malibu1LT
40672,7305,48448, TX,Volkswagen,Passat4dr
40679,7336,000993, IL,BMW,X5AWD
40676,7300,93884, FL,Ford,FocusSE
40643,7304,19908, HI,BMW,8
40640,7301,18089, CA,Toyota,CamryLE
40647,7308,86130, NY,Mercedes-Benz,E-ClassE383
40644,7336,070260, TN,GMC,Sierra
40641,7301,29483, NC,Honda,CR-VEX-L
40648,7300,074713, OH,Ram,Dakota2WD
40645,7308,17933, CA,Ford,EscapeFWD
40642,7308,42415, WI,GMC,Yukon4WD
40649,7332,073030, GA,Jeep,Patriot4WD
40646,7307,28519, MD,Lexus,GX
40613,7305,44017, KS,Buick,EnclavePremium
40610,7302,40943, IA,Hyundai,Santa
40617,7308,76345, KY,Kia,SorentoLX
40614,7304,86544, NV,Ford,TaurusSEL
40611,7300,67480, IL,Ford,Fusion4dr
40618,7307,009333, CA,Chevrolet,Express
40615,7305,06094, WI,Ford,F-0834WD
40612,7301,83307, IL,Kia,ForteLX
40619,7305,02984, VA,Kia,ForteLX
40616,7302,73703, CT,Ford,F-080XLT
40683,7301,57606, MD,Jeep,Wrangler
40680,7305,77121, MO,Ford,FiestaSE
40687,7305,14509, TX,Ford,EscapeFWD
40684,7305,04308, TX,Ford,Transit
40681,7308,43034, FL,Toyota,TacomaBase
40688,7305,01668, TX,Chevrolet,Silverado
40685,7301,81906, MO,Ford,F-080XLT
40682,7305,5532, NM,Porsche,CayenneAWD
40689,7301,80825, FL,Kia,SorentoLX
40686,7308,16381, IL,Ford,EdgeSEL
40653,7305,02557, NH,Toyota,Tacoma4WD
40650,7300,91730, WA,GMC,Sierra
40657,7330,81799, WA,Dodge,Ram
40654,7301,53407, SD,Chevrolet,Silverado
40651,7301,48617, OH,Chevrolet,Malibu1LT
40658,7308,19787, WA,Ford,ExplorerXLT
40655,7307,24904, NC,Toyota,SiennaSE
40652,7301,46010, TX,Honda,Accord
40659,7305,17763, NM,Volkswagen,Jetta
40656,7307,16449, WA,GMC,Sierra
40623,7300,001581, VA,Audi,S44dr
40620,7301,50804, CA,Ford,FusionS
40627,7305,44195, TX,Mercedes-Benz,E-ClassE383
40624,7308,18574, MO,Ford,ExplorerXLT
40621,7300,96152, OR,Chevrolet,Avalanche4WD
40628,7307,51773, CO,Chevrolet,Suburban4WD
40625,7336,018905, IL,Nissan,Armada4WD
40622,7301,77860, VA,Lexus,RXRX
40629,7305,07002, UT,Lexus,IS
40626,7307,19661, CO,GMC,Sierra
40693,7308,77137, CA,Volkswagen,TiguanS
40690,7301,78277, IL,Ford,FusionSE
40697,7301,55386, IL,Chevrolet,Silverado
40694,7307,90093, FL,Jeep,Grand
40691,7302,17493, CA,Kia,SorentoLX
40698,7305,08257, TX,Chevrolet,Tahoe2WD
40695,7303,55288, WI,Ford,Escape4WD
40692,7301,76183, CA,Volkswagen,Jetta
40699,7304,45941, WI,Lexus,RXRX
40696,7308,75369, NJ,Toyota,Tacoma2WD
40663,7308,43755, NJ,Volkswagen,Jetta
40660,7302,79505, RI,Ford,FusionSE
40667,7308,2375, CA,Chevrolet,CamaroCoupe
40664,7304,45555, CA,INFINITI,G32
40661,7301,82511, GA,Lexus,ES
40668,7339,049868, NE,Ford,Explorer4WD
40665,7308,82100, CA,Chevrolet,Tahoe2WD
40662,7304,50883, NJ,Hyundai,Elantra
40669,7334,005179, CO,Nissan,Xterra4dr
40666,7300,88330, VA,GMC,TerrainAWD
47333,7301,40044, PA,Hyundai,Elantra
47330,7302,06988, CA,Ford,F-080XL
47337,7308,76098, MA,Volkswagen,Golf
47334,7302,02242, AR,Jeep,CherokeeSport
47331,7308,06571, CA,Mercedes-Benz,E-ClassE383
47338,7301,75839, PA,Honda,Accord
47335,7308,48833, OR,Hyundai,Sonata4dr
47332,7301,79810, TX,Toyota,CamryL
47339,7304,75286, GA,INFINITI,G32
47336,7300,98903, NC,Hyundai,Elantra4dr
47303,7300,52362, AZ,Chevrolet,Silverado
47300,7300,24899, FL,Mazda,Mazda34dr
47307,7308,40494, ME,Lexus,RXRX
47304,7308,14433, CT,Volkswagen,Passat4dr
47301,7303,67354, TX,Jeep,Wrangler
47308,7308,77180, GA,Jeep,PatriotSport
47305,7301,76328, WA,Subaru,Outback3.6R
47302,7301,40392, TX,Dodge,ChallengerR/T
47309,7302,2276, WA,Toyota,Tacoma4WD
47306,7308,53066, PA,GMC,Sierra
47373,7308,29983, MO,Toyota,CorollaS
47370,7332,61269, PA,Toyota,RAV44WD
47377,7302,2911, FL,Kia,ForteLX
47374,7305,41051, AZ,Honda,Civic
47371,7308,66468, MO,Dodge,Grand
47378,7307,28970, VA,Ram,08334WD
47375,7307,71455, ID,Jeep,Wrangler
47372,7302,1653, TX,Mercedes-Benz,C-ClassC
47379,7301,11055, IN,Ford,EdgeLimited
47376,7308,06331, CA,Jeep,Grand
47343,7339,074773, FL,Toyota,YarisBase
47340,7303,28529, TX,Hyundai,Genesis
47347,7301,78731, GA,Dodge,ChallengerR/T
47344,7307,17406, NY,Hyundai,Elantra4dr
47341,7300,83768, IL,Jeep,Wrangler4WD
47348,7300,83180, AZ,Jaguar,XF4dr
47345,7336,748459, FL,Ford,F-0834WD
47342,7336,053559, CA,Toyota,TacomaPreRunner
47349,7302,03312, CA,Toyota,Tacoma2WD
47346,7301,72896, MS,Mercedes-Benz,E-ClassE383
47313,7308,16078, NJ,Chrysler,730S
47310,7301,47169, CA,Cadillac,SRXLuxury
47317,7338,72954, PA,Chrysler,430Touring
47314,7303,60438, CA,Land,Rover
47311,7339,62987, IL,Honda,Pilot4WD
47318,7308,83350, GA,Ford,F-0832WD
47315,7305,74081, FL,Toyota,Tacoma2WD
47312,7308,49374, TN,Chevrolet,Silverado
47319,7307,78157, PA,Volkswagen,Tiguan2WD
47316,7305,18774, WI,Toyota,CamryLE
47383,7301,78065, FL,Ford,FusionHybrid
47380,7301,57290, MA,Chevrolet,EquinoxAWD
47387,7300,047806, TX,Toyota,RAV44WD
47384,7304,40458, AZ,Ford,MustangBase
47381,7338,057173, GA,Ford,F-0834WD
47388,7304,81258, IN,GMC,AcadiaFWD
47385,7304,93963, CA,Chevrolet,ImpalaLS
47382,7304,10116, NJ,INFINITI,G32
47389,7304,23633, MS,Ford,EdgeLimited
47386,7301,15847, NC,Ford,MustangPremium
47353,7308,58883, OH,Dodge,ChargerSE
47350,7331,086528, AL,Chevrolet,Silverado
47357,7300,039508, NC,Nissan,Versa4dr
47354,7304,11547, AZ,Toyota,CamryLE
47351,7301,76624, MA,Volkswagen,Passat4dr
47358,7339,56500, FL,Acura,TL4dr
47355,7307,030903, WY,Scion,tC2dr
47352,7301,79933, CT,Volkswagen,Jetta
47359,7332,54479, TX,Lexus,RX
47356,7302,5932, NY,Mercedes-Benz,E-ClassE
47323,7301,89246, NY,Dodge,JourneySXT
47320,7302,48942, CO,Jeep,PatriotSport
47327,7303,49181, TX,Chevrolet,Silverado
47324,7301,14916, FL,BMW,4
47321,7303,039278, TX,GMC,Sierra
47328,7307,6788, ND,Honda,Accord
47325,7304,96309, AL,Chevrolet,TahoeLT
47322,7302,01167, RI,Jeep,Grand
47329,7305,06896, OH,Honda,CR-VEX-L
47326,7305,77922, KY,Kia,ForteLX
47393,7302,07032, CA,Chevrolet,CamaroCoupe
47390,7305,46276, SC,Honda,CivicEX-L
47397,7305,4340, GA,Jeep,CompassSport
47394,7300,99089, VA,Dodge,DurangoAWD
47391,7300,67863, MD,Chevrolet,TraverseAWD
47398,7301,80173, NC,Ford,ExplorerLimited
47395,7304,16737, TX,Ford,F-080SuperCrew
47392,7301,01528, IA,Volkswagen,Jetta
47399,7301,76162, HI,Ford,FusionHybrid
47396,7301,88779, NY,Kia,SorentoEX
47363,7302,70274, WA,Ford,ExplorerLimited
47360,7302,05514, TX,Kia,SportageLX
47367,7336,52454, FL,INFINITI,G32
47364,7339,67951, AL,Toyota,Camry4dr
47361,7301,13961, NY,Chevrolet,Silverado
47368,7304,68409, TX,Chevrolet,TahoeLT
47365,7308,15106, UT,Chevrolet,CamaroConvertible
47362,7300,23083, MD,Ford,Fusion4dr
47369,7301,73859, CA,Honda,CR-VLX
47366,7339,53314, AZ,Buick,LaCrosse4dr
47033,7301,15645, NV,Volkswagen,Jetta
47030,7308,46663, NV,Land,Rover
47037,7307,83113, PA,Ford,Escape4WD
47034,7305,6, OH,Honda,Civic
47031,7302,79148, CA,Jeep,CherokeeLimited
47038,7305,08614, CA,Honda,Civic
47035,7303,69670, FL,Lexus,RX
47032,7307,031981, IL,Ford,Fusion4dr
47039,7301,19216, MI,Ford,FusionSE
47036,7301,86000, OH,Honda,Accord
47003,7304,92194, PA,Honda,Civic
47000,7335,014778, GA,BMW,4
47007,7301,48171, CA,Honda,CivicLX
47004,7308,2906, CA,GMC,Sierra
47001,7300,047870, AL,Chevrolet,ImpalaLS
47008,7301,82163, CA,Volkswagen,Jetta
47005,7339,62307, NY,Toyota,Sequoia4WD
47002,7305,01820, SC,GMC,Sierra
47009,7302,73339, LA,Jeep,Grand
47006,7307,58616, FL,Nissan,Sentra4dr
47073,7302,77012, OH,Chevrolet,MalibuLT
47070,7301,036724, NC,Kia,SorentoLX
47077,7304,02414, KY,Chevrolet,CamaroCoupe
47074,7302,02669, CA,Kia,ForteLX
47071,7305,71461, TX,Chrysler,Town
47078,7304,88003, GA,Kia,SoulBase
47075,7301,45097, CA,Ford,FlexSEL
47072,7308,10490, FL,BMW,4
47079,7301,11772, FL,Honda,CR-VEX-L
47076,7303,29844, TX,Ford,F-0832WD
47043,7305,76681, IN,Chevrolet,Malibu
47040,7304,047075, LA,GMC,TerrainFWD
47047,7302,7720, FL,Chevrolet,CamaroCoupe
47044,7304,42508, TX,Mercedes-Benz,C-ClassC383
47041,7301,47017, CO,BMW,X3xDrive28i
47048,7308,18124, NH,Kia,OptimaLX
47045,7301,75192, NC,Chevrolet,CamaroCoupe
47042,7303,99515, NC,Toyota,Camry4dr
47049,7301,55033, AL,Lexus,ESES
47046,7300,076644, OH,Toyota,Camry4dr
47013,7308,48892, FL,Ford,F-080Lariat
47010,7305,04580, VA,Cadillac,SRXLuxury
47017,7307,14283, CO,Nissan,Maxima4dr
47014,7305,10780, MO,Toyota,CorollaLE
47011,7332,66984, MD,Lexus,ISIS
47018,7332,087521, NC,Chevrolet,Colorado2WD
47015,7304,15856, TX,Kia,RioLX
47012,7301,49701, CA,Honda,Civic
47019,7302,8527, UT,Subaru,ImprezaSport
47016,7300,87003, FL,Chrysler,Town
47083,7300,017988, TX,Ram,78334WD
47080,7305,05934, TX,Ford,F-0834WD
47087,7301,88002, IL,Chevrolet,Silverado
47084,7302,7335, WI,Dodge,Grand
47081,7301,76954, CO,Honda,Accord
47088,7308,40191, CA,Ford,EscapeFWD
47085,7304,53862, CT,Ford,EdgeSport
47082,7305,0287, MD,Nissan,MuranoAWD
47089,7302,02184, TX,Kia,Soul+
47086,7332,034136, IA,Honda,CR-V4WD
47053,7304,55530, TX,Subaru,Impreza
47050,7300,54631, TX,BMW,4
47057,7308,70783, OH,Chevrolet,EquinoxFWD
47054,7302,08785, MO,Chevrolet,CruzeSedan
47051,7305,71042, FL,Ford,FlexSEL
47058,7308,41872, CA,Honda,Accord
47055,7338,042481, FL,Land,Rover
47052,7307,17667, KY,Ram,08334WD
47059,7301,10980, OK,Jeep,Wrangler
47056,7308,42781, CA,Acura,RDXFWD
47023,7305,42228, VA,Lexus,RX
47020,7301,13800, VA,Ford,F-0834WD
47027,7301,83034, TX,Honda,CR-VEX
47024,7305,71263, PA,Chevrolet,TraverseAWD
47021,7302,77928, PA,Chevrolet,TraverseAWD
47028,7300,99592, SC,Dodge,Caliber4dr
47025,7307,80231, TX,Chevrolet,Avalanche2WD
47022,7305,73330, NY,GMC,Yukon4WD
47029,7332,66274, WA,Subaru,Legacy
47026,7305,6124, SC,Toyota,HighlanderFWD
47093,7305,73767, TX,Chevrolet,EquinoxFWD
47090,7300,53261, NM,GMC,Canyon4WD
47097,7336,91008, IL,Land,Rover
47094,7301,50886, IL,GMC,TerrainAWD
47091,7308,54799, AL,GMC,Sierra
47098,7304,96850, DE,Toyota,CamryXLE
47095,7308,13320, TX,Honda,OdysseyEX-L
47092,7302,4237, CO,Chevrolet,TraverseAWD
47099,7339,052951, VA,Chevrolet,Suburban4WD
47096,7308,75400, TX,Ford,F-080XLT
47063,7301,48135, KY,Toyota,Prius
47060,7304,95312, IN,Chevrolet,Silverado
47067,7305,05000, AL,Toyota,4RunnerRWD
47064,7305,42998, VA,Chrysler,Town
47061,7332,013895, MI,Ford,F-0834WD
47068,7302,42946, OR,Buick,EnclaveLeather
47065,7302,06563, VA,Chevrolet,ImpalaLT
47062,7338,740634, CO,Chevrolet,Suburban4dr
47069,7304,47401, GA,Jeep,Wrangler
47066,7302,79018, TX,Chevrolet,MalibuLT
47733,7308,80481, MA,Mitsubishi,Outlander4WD
47730,7302,06887, FL,Ford,FusionHybrid
47737,7332,009932, MI,Lincoln,MKXAWD
47734,7302,78961, SD,Buick,EnclaveLeather
47731,7308,49044, AZ,Ram,0830Laramie
47738,7301,10948, CA,BMW,8
47735,7302,5741, CA,Volkswagen,TiguanS
47732,7301,10110, UT,Jeep,Grand
47739,7336,67219, NJ,Honda,PilotEX-L
47736,7304,16022, CA,Volkswagen,Jetta
47703,7308,01546, IA,Kia,SportageLX
47700,7307,033101, NJ,Nissan,Altima4dr
47707,7339,022751, TX,Toyota,RAV4FWD
47704,7335,99756, FL,Honda,CR-VEX
47701,7339,086462, IL,Mazda,CX-9FWD
47708,7308,49592, PA,Kia,OptimaEX
47705,7302,2257, CA,Toyota,CamryLE
47702,7301,15137, NY,Honda,CR-VEX-L
47709,7305,08686, CT,Ford,FocusSE
47706,7305,09136, TN,Chevrolet,EquinoxFWD
47773,7308,76306, MN,Buick,EnclaveLeather
47770,7305,08092, MN,Toyota,TundraLimited
47777,7303,84501, NY,Chrysler,433430C
47774,7305,71937, NC,Toyota,4Runner4WD
47771,7300,29888, GA,INFINITI,FX35AWD
47778,7305,72597, MS,Chevrolet,CamaroCoupe
47775,7336,15618, KY,Chevrolet,Cobalt2dr
47772,7300,62467, AZ,Land,Rover
47779,7300,037256, IN,GMC,Sierra
47776,7301,06621, OH,Ford,F-080STX
47743,7301,06185, NC,Honda,CivicLX
47740,7302,72961, OK,Chevrolet,Silverado
47747,7301,46400, NJ,Honda,CR-VEX-L
47744,7302,73450, MO,Ford,EscapeFWD
47741,7308,1252, NJ,Chevrolet,CorvetteConvertible
47748,7305,43998, NC,Chrysler,730Limited
47745,7302,74259, OH,GMC,Yukon4WD
