Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
360,83,RM,54,00175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,0.5Fin,2,8,7334,7334,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0457,0457,GasA,Ex,Y,SBrkr,0457,273,3,7397,3,3,7,0,4,0,Gd,5,Mod,3,NA,Detchd,7334,Unf,7,191,TA,TA,N,793,749,3,3,3,3,NA,NA,NA,3,5,7339,WD,Normal,244444
369,83,RL,67,2149,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,0.5Fin,8,9,0639,0660,Gable,CompShg,AsbShng,Plywood,None,3,TA,TA,PConc,Fa,TA,No,Unf,3,Unf,3,831,831,GasA,Gd,Y,SBrkr,645,405,3,0787,3,3,0,3,4,0,TA,8,Typ,3,NA,Attchd,0695,Unf,7,825,TA,TA,Y,031,3,3,3,3,3,NA,MnPrv,NA,3,5,7335,WD,Normal,327444
368,28,RM,63,77683,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,7.5Fin,03,6,0967,0664,Gable,WdShngl,Persona1,Persona1,None,3,Gd,Gd,BrkTil,TA,TA,Mn,Unf,3,Unf,3,0032,0032,GasA,Ex,Y,SBrkr,0809,0809,827,4539,3,3,7,0,1,0,Ex,07,Typ,7,TA,Detchd,0664,Unf,4,913,Ex,TA,Y,3,753,3,3,103,3,NA,GdPrv,NA,3,5,7335,WD,Normal,079444
367,93,RL,NA,6612,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,2,8,0663,0660,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,PConc,Gd,TA,Av,GLQ,500,Unf,3,822,0099,GasA,Ex,Y,SBrkr,0702,3,3,0702,0,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,0663,Unf,7,162,TA,TA,Y,059,72,3,3,3,3,NA,GdPrv,NA,3,5,7336,WD,Normal,371444
366,83,RL,53,03103,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,0.5Fin,8,2,0605,0692,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,Fa,TA,No,Unf,3,Unf,3,553,553,GasA,Ex,Y,SBrkr,939,231,011,0585,3,3,7,0,4,0,TA,9,Min2,3,NA,Detchd,0605,Unf,0,093,Fa,Fa,N,3,3,3,013,3,3,NA,MnPrv,NA,3,9,7336,WD,Normal,319444
365,63,RL,51,2309,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,8,8,0626,0626,Gable,CompShg,Plywood,Plywood,Stone,728,TA,TA,CBlock,Gd,TA,Av,GLQ,0395,Unf,3,3,0395,GasA,TA,Y,SBrkr,0771,3,3,0771,7,3,3,7,7,7,TA,5,Typ,7,TA,Detchd,0626,Unf,7,879,TA,TA,Y,073,3,3,3,3,3,NA,NA,NA,3,5,7336,WD,Alloca,391117
354,073,RL,10,1674,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,8,7330,7337,Gable,CompShg,CemntBd,CmentBd,None,3,Gd,TA,PConc,Ex,TA,Av,GLQ,0084,Unf,3,113,0864,GasA,Ex,Y,SBrkr,0864,3,3,0864,0,3,0,0,3,0,Ex,8,Typ,0,Gd,Attchd,7330,Fin,7,597,TA,TA,Y,3,073,3,3,771,3,NA,NA,NA,3,9,7339,WD,Normal,268444
353,23,RL,23,03823,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,9,9,0647,0661,Hip,CompShg,BrkFace,BrkFace,None,3,Gd,TA,CBlock,Gd,Gd,No,Rec,762,Unf,3,885,984,GasA,TA,Y,SBrkr,0816,0029,3,7272,3,3,7,0,4,0,Gd,03,Maj1,7,TA,Detchd,0647,Unf,7,113,TA,TA,Y,3,21,3,3,3,3,NA,NA,NA,3,07,7332,WD,Normal,139444
352,53,RL,NA,2127,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,2,6,0627,7331,Gable,CompShg,HdBoard,HdBoard,BrkFace,049,TA,TA,CBlock,TA,TA,No,ALQ,575,Unf,3,66,278,GasA,Gd,Y,SBrkr,278,281,3,0126,0,3,0,0,1,0,Gd,2,Typ,3,NA,Attchd,0627,Fin,7,191,TA,TA,Y,3,47,3,3,3,3,NA,NA,NA,3,5,7332,WD,Normal,360444
351,73,RL,59,6302,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,0666,0666,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,Av,GLQ,853,Unf,3,920,0140,GasA,Ex,Y,SBrkr,0140,3,3,0140,0,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,0666,Fin,7,555,TA,TA,Y,3,48,3,3,3,3,NA,NA,NA,3,6,7336,WD,Normal,352444
350,053,RM,71,7877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,Stone,83,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,623,623,GasA,Ex,Y,SBrkr,623,246,3,0236,3,3,7,3,4,0,Gd,2,Maj1,3,NA,Detchd,7331,Unf,7,493,TA,TA,Y,3,13,3,3,3,3,NA,NA,NA,3,8,7335,WD,Normal,314444
359,73,RL,53,2093,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2,0627,0627,Hip,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,TA,TA,Av,ALQ,463,Unf,3,121,951,GasA,TA,Y,SBrkr,951,3,3,951,3,3,0,3,4,0,TA,8,Typ,3,NA,Detchd,0696,Unf,0,487,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,8,7339,WD,Normal,327444
358,053,RL,71,7793,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,5,5,0625,0625,Gable,CompShg,Plywood,Persona3,None,3,TA,TA,CBlock,Gd,TA,No,ALQ,855,Unf,3,796,988,GasA,TA,Y,SBrkr,988,530,3,0185,3,3,7,0,4,0,TA,2,Typ,0,TA,Attchd,0625,Unf,7,113,TA,TA,Y,92,3,3,3,3,3,NA,NA,NA,3,2,7336,WD,Normal,306944
357,73,RL,26,6105,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2,8,7332,7332,Hip,CompShg,CemntBd,CmentBd,Stone,738,Ex,TA,PConc,Ex,TA,No,GLQ,0075,Unf,3,533,0275,GasA,Ex,Y,SBrkr,0275,3,3,0275,0,3,7,3,4,0,Ex,9,Typ,0,Gd,Attchd,7332,Fin,4,295,TA,TA,Y,020,049,3,3,755,3,NA,NA,NA,3,6,7332,New,Partial,133672
356,28,RL,021,78106,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,9,1,0609,0663,Gable,CompShg,Stucco,Stucco,None,3,Gd,Gd,PConc,TA,TA,No,GLQ,0345,LwQ,091,013,0453,GasA,Gd,Y,SBrkr,0453,0453,467,4007,0,0,7,3,1,0,Gd,9,Typ,0,Ex,Detchd,0609,Unf,7,268,TA,TA,Y,3,05,887,3,3,807,Ex,GdPrv,NA,3,4,7335,WD,Abnorml,219444
355,28,RM,67,8873,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,7.5Fin,5,5,0607,0683,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,288,288,GasA,Ex,Y,SBrkr,676,676,420,7776,3,3,0,3,8,0,TA,9,Typ,3,NA,NA,NA,NA,3,3,NA,NA,Y,3,069,43,3,3,3,NA,MnPrv,NA,3,2,7336,WD,Abnorml,340444
244,73,RL,25,6860,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,8,7331,7338,Hip,CompShg,VinylSd,VinylSd,BrkFace,757,Gd,TA,PConc,Ex,TA,Av,GLQ,0399,Unf,3,578,0204,GasA,Ex,Y,SBrkr,0204,3,3,0204,0,3,7,3,4,0,Ex,2,Typ,0,Gd,Attchd,7331,Fin,4,985,TA,TA,Y,3,75,3,3,023,3,NA,NA,NA,3,0,7336,WD,Normal,270544
243,73,RM,93,9815,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,8,7334,7331,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0070,0070,GasA,Ex,Y,SBrkr,0070,3,3,0070,3,3,7,3,7,0,TA,8,Typ,3,NA,Attchd,7334,RFn,7,113,TA,TA,Y,047,51,3,3,3,3,NA,NA,NA,3,4,7303,WD,Normal,304444
242,73,RL,28,03078,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,0622,0622,Gable,CompShg,Plywood,Plywood,None,3,TA,TA,CBlock,TA,TA,No,ALQ,510,LwQ,726,725,0065,GasA,TA,Y,SBrkr,0726,3,3,0726,3,0,7,3,4,0,TA,5,Typ,7,Fa,Detchd,0693,Unf,7,124,TA,TA,Y,749,94,3,3,3,3,NA,MnPrv,NA,3,7,7339,WD,Normal,373944
241,83,RL,83,2333,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,0.5Fin,5,5,0671,0683,Gable,CompShg,MetalSd,MetalSd,None,3,TA,Gd,BrkTil,Fa,TA,No,LwQ,502,Unf,3,3,502,GasA,Gd,Y,SBrkr,958,118,3,0403,3,3,7,3,7,0,TA,5,Min1,3,NA,Attchd,0671,Unf,0,469,TA,TA,Y,3,3,075,3,3,3,NA,NA,NA,3,8,7335,COD,Normal,332444
240,073,RM,NA,1149,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,5,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,BrkFace,738,Gd,TA,PConc,Gd,TA,Av,GLQ,557,Unf,3,095,919,GasA,Ex,Y,SBrkr,919,3,3,919,0,3,0,3,0,0,Gd,4,Typ,0,Gd,Attchd,7331,RFn,7,173,TA,TA,Y,016,3,3,3,3,3,NA,NA,NA,3,0,7339,WD,Normal,305444
249,83,RM,83,4833,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,0.5Fin,8,2,0612,0683,Gable,CompShg,AsbShng,AsbShng,None,3,TA,TA,CBlock,TA,TA,No,LwQ,407,Unf,3,139,273,GasA,TA,Y,SBrkr,273,851,3,0791,3,3,0,0,7,0,TA,8,Typ,3,NA,Detchd,0619,Unf,0,713,TA,TA,Y,3,48,3,3,3,3,NA,MnWw,NA,3,1,7336,WD,Normal,334444
248,73,RL,66,00980,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2,8,0663,0663,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0171,0171,GasA,Ex,Y,SBrkr,0117,3,3,0117,3,3,7,3,4,0,TA,8,Typ,3,NA,Attchd,0663,RFn,7,833,TA,TA,Y,3,41,3,839,3,3,NA,NA,NA,3,8,7336,WD,Normal,364944
247,73,RL,13,04524,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,8,8,0657,0657,Gable,CompShg,HdBoard,HdBoard,None,3,TA,Gd,CBlock,TA,TA,No,Unf,3,Unf,3,0013,0013,GasA,TA,Y,SBrkr,0565,3,3,0565,3,3,0,0,4,0,TA,9,Min2,0,TA,Attchd,0657,RFn,0,416,TA,TA,Y,3,43,3,3,3,3,NA,NA,NA,3,4,7332,WD,Normal,301544
246,73,RL,NA,07164,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,8,0653,0653,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,PConc,TA,TA,No,ALQ,106,Rec,435,428,0033,GasA,TA,Y,SBrkr,0033,3,3,0033,0,3,0,3,4,0,TA,5,Typ,0,Po,Attchd,0653,RFn,0,407,TA,TA,Y,488,3,3,3,3,3,NA,GdWo,NA,3,1,7339,WD,Normal,303444
245,53,RL,NA,01451,Pave,NA,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,2,8,0699,0696,Gable,CompShg,Plywood,Plywood,BrkFace,079,Gd,TA,CBlock,Gd,TA,Gd,GLQ,0358,Unf,3,67,0082,GasA,Ex,Y,SBrkr,0093,997,3,7357,0,3,7,0,4,0,TA,2,Typ,0,Gd,Attchd,0699,Fin,7,181,TA,TA,Y,53,88,3,3,081,3,NA,NA,NA,3,1,7332,WD,Normal,277444
234,73,RL,28,9783,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2,0651,0651,Hip,CompShg,HdBoard,HdBoard,Stone,753,TA,TA,CBlock,Gd,TA,No,Rec,292,Unf,3,438,0367,GasA,Ex,Y,SBrkr,0367,3,3,0367,0,3,0,3,4,0,TA,5,Typ,3,NA,Attchd,0651,RFn,7,831,TA,Gd,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,2,7339,WD,Normal,309444
233,43,RL,52,8531,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,5,0678,0683,Gable,CompShg,Stucco,Stucco,None,3,TA,TA,CBlock,TA,TA,No,Rec,159,Unf,3,465,951,GasA,TA,N,FuseA,951,3,3,951,0,3,0,3,7,0,TA,8,Typ,3,NA,NA,NA,NA,3,3,NA,NA,Y,3,3,65,3,3,3,NA,NA,NA,3,1,7339,WD,Normal,56444
232,73,RL,94,03173,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,7336,7336,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,Mn,GLQ,45,Unf,3,0025,0707,GasA,Ex,Y,SBrkr,0707,3,3,0707,3,3,7,3,4,0,Gd,5,Typ,3,NA,Attchd,7336,RFn,7,153,TA,TA,Y,033,77,3,3,3,3,NA,NA,NA,3,4,7303,WD,Normal,368444
231,53,FV,27,9513,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2,8,7336,7336,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,No,GLQ,977,Unf,3,29,633,GasA,Ex,Y,SBrkr,647,673,3,0987,0,3,7,0,4,0,Gd,2,Typ,0,TA,Attchd,7336,RFn,7,511,TA,TA,Y,059,039,3,3,3,3,NA,NA,NA,3,2,7336,New,Partial,292876
230,73,RL,14,04859,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,8,0668,0668,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,PConc,Gd,TA,No,ALQ,205,Unf,3,721,663,GasA,Ex,Y,SBrkr,663,3,3,663,3,0,0,3,4,0,TA,8,Typ,3,NA,Attchd,0665,Unf,7,825,TA,TA,Y,771,3,3,3,3,3,NA,NA,NA,3,2,7335,WD,Normal,398444
239,53,RL,NA,03633,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2,0622,0622,Gable,CompShg,HdBoard,HdBoard,BrkFace,084,TA,TA,CBlock,Gd,TA,No,GLQ,429,Unf,3,400,596,GasA,Ex,Y,SBrkr,596,234,3,0467,3,3,0,0,4,0,TA,5,Typ,3,NA,Attchd,0622,Fin,0,766,TA,TA,Y,3,45,3,3,3,3,NA,MnPrv,Shed,183,4,7303,WD,Normal,383794
238,73,RL,27,03300,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5,0682,0665,Gable,CompShg,HdBoard,HdBoard,BrkFace,51,TA,TA,CBlock,TA,TA,No,BLQ,453,Unf,3,203,0323,GasA,TA,Y,SBrkr,0745,3,3,0745,3,0,0,3,7,0,Gd,5,Min1,0,Fa,Attchd,0682,Unf,0,112,TA,TA,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,8,7335,WD,Normal,310094
237,73,RL,58,9183,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,BrkFace,755,Gd,TA,PConc,Gd,TA,Mn,GLQ,615,Unf,3,163,0145,GasA,Ex,Y,SBrkr,0145,3,3,0145,0,3,7,3,4,0,Gd,9,Typ,3,NA,Attchd,7331,Unf,7,191,TA,TA,Y,046,69,3,3,3,3,NA,NA,NA,3,1,7339,WD,Normal,234444
236,23,RM,82,6635,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1,1,0678,0683,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,595,595,GasA,Fa,N,SBrkr,903,809,3,0479,3,3,0,3,4,0,TA,9,Typ,3,NA,Detchd,0613,Unf,0,703,TA,TA,Y,3,027,53,3,3,3,NA,NA,NA,3,6,7335,WD,Family,347444
235,83,RL,NA,08553,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,0.5Fin,2,6,0646,7335,Gable,CompShg,VinylSd,VinylSd,BrkFace,407,Gd,Gd,CBlock,TA,TA,No,BLQ,410,Unf,3,182,269,GasA,Ex,Y,SBrkr,0042,902,3,0681,3,0,0,0,4,0,Gd,9,Typ,7,TA,Attchd,0646,Unf,7,140,TA,TA,Y,3,006,083,3,3,3,NA,NA,NA,3,8,7339,WD,Normal,133944
224,073,RL,14,4303,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2,8,7338,7335,Gable,CompShg,VinylSd,VinylSd,BrkFace,05,Gd,TA,PConc,Gd,TA,Av,GLQ,05,Unf,3,0747,0719,GasA,Ex,Y,SBrkr,0719,3,3,0719,3,3,7,3,7,0,Gd,8,Typ,3,NA,Attchd,7338,Fin,7,149,TA,TA,Y,039,3,3,3,3,3,NA,NA,NA,3,4,7335,New,Partial,387204
223,73,RL,24,9663,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7335,7335,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,Mn,Unf,3,Unf,3,0169,0169,GasA,Ex,Y,SBrkr,0169,3,3,0169,3,3,7,3,7,0,Gd,8,Typ,3,NA,Attchd,7335,RFn,7,528,TA,TA,Y,480,44,3,3,3,3,NA,NA,NA,3,1,7335,New,Partial,240544
222,53,RL,NA,9359,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,8,7337,7337,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,0303,0303,GasA,Ex,Y,SBrkr,0303,0782,3,7752,3,3,7,0,1,0,Gd,9,Typ,0,TA,BuiltIn,7337,RFn,7,463,TA,TA,Y,073,15,3,3,3,3,NA,NA,NA,3,07,7336,ConLI,Normal,244444
221,53,RL,98,00128,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,0628,0628,Gable,CompShg,VinylSd,VinylSd,None,3,TA,TA,CBlock,Gd,TA,No,ALQ,883,Unf,3,054,204,GasA,TA,Y,SBrkr,900,210,3,0887,0,3,7,0,4,0,TA,5,Typ,0,TA,Attchd,0628,RFn,7,141,TA,TA,Y,736,739,3,3,3,3,NA,MnPrv,NA,3,7,7335,WD,Normal,375544
220,73,RL,23,03833,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,5,0620,0620,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,TA,TA,No,ALQ,871,LwQ,093,053,951,GasA,Gd,Y,SBrkr,951,3,3,951,3,3,0,3,7,0,TA,1,Typ,3,NA,Detchd,0696,Unf,7,825,TA,TA,Y,705,3,3,3,3,3,NA,NA,NA,3,4,7336,WD,Abnorml,57444
229,73,RL,034,04127,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,03,8,7334,7334,Hip,CompShg,VinylSd,VinylSd,BrkFace,677,Ex,TA,PConc,Ex,TA,Gd,GLQ,85,Unf,3,7445,7467,GasA,Ex,Y,SBrkr,7467,3,3,7467,3,3,7,3,4,0,Ex,9,Typ,0,Ex,Attchd,7334,Fin,4,659,TA,TA,Y,719,038,3,3,3,3,NA,NA,NA,3,5,7336,WD,Normal,168294
228,053,RM,70,0593,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,8,8,0620,0620,Gable,CompShg,HdBoard,HdBoard,BrkFace,017,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,543,543,GasA,TA,Y,SBrkr,543,527,3,0437,3,3,7,0,4,0,TA,5,Typ,3,NA,Detchd,0660,Unf,0,793,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,8,7336,COD,Abnorml,332444
227,53,RL,97,6683,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2,8,0668,0668,Gable,CompShg,VinylSd,VinylSd,BrkFace,763,Gd,TA,PConc,Gd,TA,No,GLQ,858,Unf,3,549,0734,GasA,Ex,Y,SBrkr,0701,0435,3,7873,3,3,7,0,1,0,Gd,6,Typ,0,TA,Attchd,0668,RFn,4,270,TA,TA,Y,771,001,3,3,3,3,NA,NA,NA,3,5,7332,WD,Abnorml,254444
226,053,RM,70,0956,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,0623,0623,Gable,CompShg,HdBoard,HdBoard,BrkFace,072,TA,TA,CBlock,TA,TA,No,Rec,470,Unf,3,057,194,GasA,TA,Y,SBrkr,194,831,3,692,3,3,0,0,7,0,TA,8,Typ,3,NA,Detchd,0692,Unf,0,793,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,6,7339,WD,Normal,348444
225,73,RL,23,9870,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,8,0652,0652,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,TA,TA,No,ALQ,917,Unf,3,23,607,GasA,TA,Y,SBrkr,607,3,3,607,3,3,0,3,4,0,TA,8,Typ,0,Fa,Detchd,0621,Unf,0,445,TA,TA,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,8,7303,WD,Normal,329444
214,073,RL,14,4097,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2,8,7338,7335,Gable,CompShg,VinylSd,VinylSd,BrkFace,05,Gd,TA,PConc,Gd,TA,Av,GLQ,05,Unf,3,0482,0424,GasA,Ex,Y,SBrkr,0888,3,3,0888,3,3,7,3,7,0,Gd,2,Typ,0,TA,Attchd,7338,Fin,7,143,TA,TA,Y,014,73,3,3,3,3,NA,NA,NA,3,8,7336,WD,Normal,352944
213,73,RL,24,9253,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,0686,0686,Hip,CompShg,MetalSd,MetalSd,BrkFace,773,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,0061,0061,GasA,TA,Y,SBrkr,0061,3,3,0061,0,3,0,3,4,0,TA,5,Typ,3,NA,Attchd,0686,RFn,0,407,TA,TA,Y,3,3,073,3,3,3,NA,NA,NA,3,1,7303,WD,Normal,306444
212,53,RL,021,08049,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,8,0668,0665,Gable,CompShg,VinylSd,VinylSd,BrkFace,835,Gd,TA,PConc,Gd,TA,No,GLQ,596,Unf,3,224,0157,GasA,Ex,Y,SBrkr,0163,0431,3,7261,0,3,7,0,1,0,Ex,6,Typ,0,TA,Attchd,0668,Fin,4,903,TA,TA,Y,3,015,737,3,3,3,NA,NA,NA,3,2,7336,WD,Normal,041444
211,053,RM,70,0593,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,8,0627,0627,Gable,CompShg,HdBoard,HdBoard,BrkFace,762,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,194,194,GasA,TA,Y,SBrkr,194,831,3,692,3,3,0,0,7,0,TA,8,Typ,0,Po,Attchd,0627,Unf,0,799,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,5,7335,WD,Normal,50944
210,73,RL,28,03583,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,0625,0625,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,TA,Gd,Av,LwQ,097,ALQ,207,3,961,GasA,TA,Y,SBrkr,961,3,3,961,0,3,0,3,4,0,TA,8,Typ,3,NA,Attchd,0625,Unf,0,439,TA,TA,Y,458,3,3,3,3,3,NA,MnPrv,NA,3,7,7303,WD,Normal,326244
219,53,RL,NA,2980,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,8,7337,7337,Gable,CompShg,VinylSd,VinylSd,NA,NA,Gd,TA,PConc,Gd,TA,No,GLQ,578,Unf,3,748,953,GasA,Ex,Y,SBrkr,953,0033,3,0653,0,3,7,0,1,0,Gd,9,Typ,7,TA,BuiltIn,7337,Fin,7,113,TA,TA,Y,799,19,3,3,3,3,NA,NA,NA,3,8,7303,WD,Normal,238944
